,city,year,weekofyear,week_start_date,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,station_avg_temp_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
936,iq,2000,26,2000-07-01,0.2472,25.41,296.74,298.45,295.184285714,293.1,43.19,92.4185714286,25.41,16.6514285714,26.4,32.5,20.7,3.0,0
937,iq,2000,27,2000-07-08,0.24165709999999999,60.61,296.63428571400004,298.428571429,295.358571429,291.1,46.0,93.5814285714,60.61,16.8628571429,26.9,34.0,20.8,55.6,0
938,iq,2000,28,2000-07-15,0.1280143,55.52,296.41571428599997,297.392857143,295.622857143,292.6,64.77,95.84857142860001,55.52,17.12,26.8,33.0,20.7,38.1,0
939,iq,2000,29,2000-07-22,0.20031429999999997,5.6,295.357142857,296.228571429,292.797142857,288.6,23.96,87.2342857143,5.6,14.431428571400001,25.7666666667,31.5,14.7,30.0,0
940,iq,2000,30,2000-07-29,0.3610429,62.76,296.432857143,297.635714286,293.957142857,291.5,31.8,88.1614285714,62.76,15.444285714300001,26.6,33.3,19.1,4.0,0
941,iq,2000,31,2000-08-05,0.2553143,16.24,297.19142857099996,298.285714286,291.72571428599997,288.5,1.0,74.72857142859999,16.24,13.421428571400002,25.34,32.0,17.0,11.5,0
942,iq,2000,32,2000-08-12,0.38727140000000004,89.37,297.32,298.978571429,293.821428571,292.1,26.68,83.27571428569999,89.37,15.3114285714,27.0166666667,34.0,19.9,72.9,0
943,iq,2000,33,2000-08-19,0.38275,42.08,297.627142857,299.335714286,293.992857143,290.6,16.9,82.49,42.08,15.465714285699999,26.5833333333,33.0,20.5,50.1,0
944,iq,2000,34,2000-08-26,0.3027143,49.22,298.238571429,299.571428571,292.904285714,291.3,5.59,74.74,49.22,14.444285714300001,26.9,34.0,19.0,89.2,0
945,iq,2000,35,2000-09-02,0.32425709999999996,53.65,299.218571429,300.928571429,293.472857143,292.9,16.07,74.1514285714,53.65,15.0571428571,27.116666666700002,34.0,20.0,78.0,0
946,iq,2000,36,2000-09-09,0.26592859999999996,23.12,300.802857143,301.935714286,290.635714286,291.5,2.5,57.7871428571,23.12,12.6528571429,28.366666666700002,35.8,21.7,56.9,1
947,iq,2000,37,2000-09-16,0.3281571,34.62,299.858571429,301.37142857099997,293.64,292.3,4.1,71.66,34.62,15.2271428571,27.425,34.5,20.5,18.9,0
948,iq,2000,38,2000-09-23,0.2425714,97.55,297.435714286,298.51428571400004,292.707142857,288.3,3.2,77.4871428571,97.55,14.338571428599998,27.5333333333,36.0,20.5,104.2,0
949,iq,2000,39,2000-09-30,0.18278570000000002,95.89,299.35571428599997,300.885714286,293.217142857,290.0,2.6,71.4628571429,95.89,14.798571428599999,27.15,34.0,20.5,57.9,0
950,iq,2000,40,2000-10-07,0.25505,46.22,298.372857143,300.5,294.664285714,292.7,16.6,82.3714285714,46.22,16.1485714286,26.7,34.0,20.0,63.0,0
951,iq,2000,41,2000-10-14,0.1009167,31.1,298.474285714,300.285714286,294.592857143,291.9,21.9,81.5228571429,31.1,16.071428571400002,27.657142857100002,34.0,21.0,3.0,1
952,iq,2000,42,2000-10-21,0.27947140000000004,25.21,299.211428571,301.15,294.007142857,292.3,9.9,75.54,25.21,15.5285714286,27.775,36.0,21.0,45.2,1
953,iq,2000,43,2000-10-28,0.3258,49.25,299.541428571,301.1,294.708571429,291.9,23.3,76.94142857140001,49.25,16.1957142857,28.0,34.6,20.0,57.9,0
954,iq,2000,44,2000-11-04,0.2796167,67.64,299.44,300.821428571,295.27428571400003,292.4,20.2,79.4285714286,67.64,16.8685714286,27.6,35.5,21.1,7.1,0
955,iq,2000,45,2000-11-11,0.23186669999999998,51.83,300.74857142900004,301.80714285700003,295.28,294.3,19.2,74.8028571429,51.83,16.8471428571,28.175,35.2,21.5,13.5,0
956,iq,2000,46,2000-11-18,0.06418333,39.25,301.637142857,302.614285714,294.232857143,294.2,3.6,67.1857142857,39.25,15.88,29.025,36.4,21.7,0.0,0
957,iq,2000,47,2000-11-25,0.1709167,55.91,300.872857143,301.914285714,293.06,293.6,11.2,66.0428571429,55.91,14.7685714286,27.7,36.5,21.5,0.0,0
958,iq,2000,48,2000-12-02,0.3191,20.65,299.23,301.26428571400004,294.717142857,293.5,14.5,78.88571428569999,20.65,16.244285714300002,27.05,34.2,21.0,19.0,0
959,iq,2000,49,2000-12-09,0.18625,24.53,300.242857143,301.028571429,293.305714286,292.0,1.7,68.5571428571,24.53,14.9,28.0,34.0,22.0,0.8,0
960,iq,2000,50,2000-12-16,0.2977,111.06,298.757142857,300.342857143,294.52,291.9,48.76,80.4085714286,111.06,16.0985714286,26.616666666700002,33.8,21.0,67.2,1
961,iq,2000,51,2000-12-23,0.3022429,3.9,300.411428571,302.0,291.092857143,294.6,5.7,60.641428571400006,3.9,13.1885714286,28.2,35.0,21.0,0.0,0
962,iq,2001,1,2001-01-01,0.287,59.11,297.958571429,298.98571428599996,296.99,293.2,64.6,94.9557142857,59.11,18.6728571429,27.3333333333,33.3,21.8,38.9,0
963,iq,2001,2,2001-01-08,0.27399999999999997,69.85,298.044285714,299.414285714,294.345714286,292.5,22.98,82.3471428571,69.85,15.8585714286,27.0,33.2,20.7,59.9,0
964,iq,2001,3,2001-01-15,0.1767286,149.71,298.36857142900004,300.23571428599996,295.06142857099996,294.0,24.92,84.1757142857,149.71,16.6,27.05,33.0,20.5,52.0,0
965,iq,2001,4,2001-01-22,0.2314429,50.02,295.722857143,296.671428571,294.594285714,292.3,88.03,94.05714285709999,50.02,16.071428571400002,25.7166666667,31.2,20.0,166.9,0
966,iq,2001,5,2001-01-29,0.36907140000000005,87.18,295.297142857,296.1,294.411428571,292.2,80.95,95.40714285709998,87.18,15.86,26.4333333333,33.0,20.0,147.8,0
967,iq,2001,6,2001-02-05,0.2267,31.93,295.511428571,296.12857142900003,293.408571429,292.5,16.4,89.08,31.93,14.947142857100001,27.35,34.2,21.7,3.3,0
968,iq,2001,7,2001-02-12,0.1571,66.84,295.37,296.492857143,294.43857142900004,292.3,37.96,94.8842857143,66.84,15.93,26.3,33.0,21.0,83.1,0
969,iq,2001,8,2001-02-19,0.18404289999999998,16.17,296.07,296.978571429,294.73,290.6,34.18,92.84285714290002,16.17,16.2514285714,26.9333333333,33.2,21.0,38.1,0
970,iq,2001,9,2001-02-26,0.2912833,47.14,297.038571429,298.30714285700003,295.767142857,293.7,26.96,93.3142857143,47.14,17.3085714286,26.56,33.2,20.5,21.1,0
971,iq,2001,10,2001-03-05,0.2063286,118.07,297.61857142900004,298.69285714299997,296.46,294.8,83.89,94.09285714290002,118.07,18.0557142857,27.2,33.3,20.0,87.1,0
972,iq,2001,11,2001-03-12,0.2041286,74.34,296.79,298.12857142900003,295.544285714,292.8,195.2,94.0942857143,74.34,17.0657142857,27.05,34.2,20.0,39.9,0
973,iq,2001,12,2001-03-19,0.28414290000000003,90.35,298.701428571,299.75,295.157142857,293.2,32.6,82.80142857140001,90.35,16.7571428571,27.4333333333,34.1,20.0,70.8,0
974,iq,2001,13,2001-03-26,0.13225710000000002,94.06,296.852857143,297.6,296.078571429,292.8,304.52,95.9242857143,94.06,17.6685714286,27.05,34.2,20.0,80.0,0
975,iq,2001,14,2001-04-02,0.2584,86.46,296.305714286,297.828571429,295.695714286,292.9,91.43,96.7371428571,86.46,17.21,27.16,35.0,20.5,46.2,0
976,iq,2001,15,2001-04-09,0.37627140000000003,80.82,297.17571428599996,298.3,296.13,292.1,110.1,94.6028571429,80.82,17.6957142857,26.46,34.0,19.5,120.1,0
977,iq,2001,16,2001-04-16,0.4074857,77.73,297.062857143,298.15,295.98571428599996,292.8,120.32,94.6157142857,77.73,17.52,27.34,33.5,20.4,45.3,1
978,iq,2001,17,2001-04-23,0.2288,78.01,297.961428571,299.207142857,295.428571429,293.2,78.3,88.14857142860001,78.01,16.9685714286,27.633333333299998,34.3,21.0,14.9,0
979,iq,2001,18,2001-04-30,0.2625571,94.77,297.285714286,298.65,295.74,293.1,103.87,92.19285714290001,94.77,17.3057142857,27.625,35.2,20.5,51.0,0
980,iq,2001,19,2001-05-07,0.22732860000000002,45.56,297.135714286,298.2,296.332857143,292.1,85.9,95.82,45.56,17.891428571400002,26.6,32.7,21.4,66.0,0
981,iq,2001,20,2001-05-14,0.30348569999999997,74.08,297.297142857,298.30714285700003,296.99,294.7,80.3,98.34142857139999,74.08,18.64,26.6,32.5,21.4,0.0,0
982,iq,2001,21,2001-05-21,0.26852859999999995,70.81,296.922857143,297.957142857,295.827142857,293.0,53.1,94.71,70.81,17.3685714286,27.4333333333,34.2,20.5,64.1,1
983,iq,2001,22,2001-05-28,0.38744290000000003,90.07,296.845714286,298.0,295.18,291.8,20.3,91.4657142857,90.07,16.6942857143,27.25,34.8,20.5,32.0,1
984,iq,2001,23,2001-06-04,0.2467286,126.46,296.69142857099996,297.892857143,294.46,291.5,30.63,89.4871428571,126.46,15.968571428599999,26.866666666700002,34.0,19.8,17.0,0
985,iq,2001,24,2001-06-11,0.2173429,47.13,295.482857143,296.435714286,294.341428571,291.9,95.06,94.0171428571,47.13,15.7828571429,26.88,33.4,20.0,37.1,0
986,iq,2001,25,2001-06-18,0.11375710000000001,53.93,296.0,297.321428571,293.647142857,291.0,13.45,88.1714285714,53.93,15.1342857143,26.4,33.2,20.5,9.9,1
987,iq,2001,26,2001-06-25,0.3254143,1.22,294.845714286,296.0,290.57285714299996,288.4,1.82,79.3228571429,1.22,12.4642857143,26.4,32.3,17.1,31.0,0
988,iq,2001,27,2001-07-02,0.2421857,52.1,295.79571428599996,297.05,292.75285714299997,291.3,23.6,84.8571428571,52.1,14.2971428571,26.5,33.2,20.0,70.1,0
989,iq,2001,28,2001-07-09,0.43884290000000004,39.09,295.80857142900004,297.021428571,293.43857142900004,290.3,16.7,88.3228571429,39.09,14.9285714286,27.35,33.5,19.5,22.3,0
990,iq,2001,29,2001-07-16,0.3616333,52.05,297.555714286,298.928571429,294.11571428599996,291.1,18.0,84.2457142857,52.05,15.6057142857,26.7666666667,32.8,21.0,36.8,0
991,iq,2001,30,2001-07-23,0.3259857,54.52,296.815714286,298.221428571,294.991428571,292.0,38.29,90.8142857143,54.52,16.505714285699998,27.366666666700002,34.0,21.2,25.2,0
992,iq,2001,31,2001-07-30,0.1339,27.97,297.291428571,299.178571429,293.452857143,289.8,9.71,82.2257142857,27.97,14.985714285699999,26.52,34.0,18.4,10.9,0
993,iq,2001,32,2001-08-06,0.2043571,0.0,298.537142857,300.135714286,291.387142857,291.0,0.2,66.66428571430001,0.0,13.158571428599998,27.1,33.5,17.8,10.9,0
994,iq,2001,33,2001-08-13,0.3664571,5.14,298.395714286,299.785714286,292.02428571400003,292.0,0.0,69.4757142857,5.14,13.715714285699999,27.125,33.4,20.0,18.0,0
995,iq,2001,34,2001-08-20,0.2469143,9.97,298.44,299.814285714,294.017142857,291.7,30.1,78.3885714286,9.97,15.511428571400002,27.6,34.2,20.0,47.9,0
996,iq,2001,35,2001-08-27,0.2646429,47.58,298.75142857099996,300.51428571400004,293.72571428599997,293.0,16.9,76.9557142857,47.58,15.251428571400002,27.2,35.2,20.0,31.0,0
997,iq,2001,36,2001-09-03,0.3389429,44.45,298.69142857099996,300.521428571,294.905714286,291.7,39.8,81.9871428571,44.45,16.4371428571,27.375,34.3,20.8,35.1,0
998,iq,2001,37,2001-09-10,0.4290714,36.2,298.66571428599997,300.12142857099997,294.122857143,290.9,19.6,78.9571428571,36.2,15.658571428599998,27.375,35.2,20.1,41.9,0
999,iq,2001,38,2001-09-17,0.3530429,66.4,297.962857143,299.421428571,294.597142857,292.9,65.54,84.0328571429,66.4,16.1042857143,27.525,35.0,20.2,69.0,0
1000,iq,2001,39,2001-09-24,0.31977140000000004,26.48,298.707142857,300.907142857,294.29571428599996,291.7,21.9,79.3657142857,26.48,15.8942857143,27.25,33.4,20.3,13.2,0
1001,iq,2001,40,2001-10-01,0.4444,63.42,299.547142857,300.707142857,294.768571429,291.8,32.6,78.33,63.42,16.34,28.3,35.5,20.4,14.2,0
1002,iq,2001,41,2001-10-08,0.5460166999999999,58.75,299.158571429,300.285714286,293.812857143,290.8,12.3,74.4185714286,58.75,15.3271428571,28.525,36.8,21.8,30.9,0
1003,iq,2001,42,2001-10-15,0.3820571,77.89,300.30857142900004,302.2,294.214285714,292.4,49.2,72.1628571429,77.89,15.8728571429,27.633333333299998,36.7,20.0,159.0,0
1004,iq,2001,43,2001-10-22,0.2055714,77.15,298.58428571400003,300.071428571,296.607142857,293.9,114.36,90.2657142857,77.15,18.2671428571,28.0666666667,35.0,21.0,89.1,0
1005,iq,2001,44,2001-10-29,0.23199999999999998,83.53,298.341428571,299.507142857,295.305714286,292.0,46.46,85.5728571429,83.53,16.9585714286,27.64,35.8,21.5,76.0,0
1006,iq,2001,45,2001-11-05,0.3714,34.54,298.51428571400004,299.75,296.195714286,292.5,164.74,89.0042857143,34.54,17.821428571400002,27.525,34.4,21.3,35.1,0
1007,iq,2001,46,2001-11-12,0.29697140000000005,61.82,298.847142857,300.578571429,296.198571429,294.0,181.2,87.48142857139999,61.82,17.8,28.44,34.5,21.0,43.9,0
1008,iq,2001,47,2001-11-19,0.4415714,65.89,299.12,300.48571428599996,296.75285714299997,294.2,56.3,88.83714285709999,65.89,18.4514285714,27.575,33.7,20.8,31.0,1
1009,iq,2001,48,2001-11-26,0.3699167,47.46,298.555714286,299.635714286,295.81142857099996,294.4,31.5,87.3771428571,47.46,17.4271428571,28.2333333333,35.3,21.8,12.2,1
1010,iq,2001,49,2001-12-03,0.35047140000000004,46.86,298.754285714,300.221428571,295.981428571,294.6,158.5,87.24,46.86,17.595714285699998,28.425,35.5,21.2,23.1,1
1011,iq,2001,50,2001-12-10,0.3066429,138.22,298.245714286,299.592857143,297.5,293.9,72.94,96.1185714286,138.22,19.3057142857,27.84,35.0,21.0,75.0,2
1012,iq,2001,51,2001-12-17,0.1841286,43.95,298.564285714,299.678571429,297.211428571,295.1,85.9,93.94714285709999,43.95,18.9657142857,27.075,32.9,21.0,57.9,4
1013,iq,2001,52,2001-12-24,0.3417,100.72,298.238571429,299.35,297.511428571,294.7,109.64,96.3557142857,100.72,19.3028571429,27.35,33.3,22.0,25.1,1
1014,iq,2002,1,2002-01-01,0.3800143,70.16,297.13285714299997,297.87142857099997,296.06,292.5,109.8,94.5885714286,70.16,17.6185714286,27.95,33.2,23.0,45.3,4
1015,iq,2002,2,2002-01-08,0.3833333,64.79,300.012857143,301.271428571,294.912857143,294.8,5.5,76.6028571429,64.79,16.4828571429,28.9666666667,35.4,21.0,7.1,11
1016,iq,2002,3,2002-01-15,0.19764289999999998,22.77,299.877142857,300.907142857,294.60571428599997,291.8,4.7,75.2042857143,22.77,16.157142857100002,28.8,36.0,22.0,5.0,16
1017,iq,2002,4,2002-01-22,0.1419143,121.07,298.91571428599997,299.87857142900003,295.11,293.2,19.91,81.5271428571,121.07,16.6771428571,27.94,35.8,21.0,18.0,23
1018,iq,2002,5,2002-01-29,0.1419143,59.4,296.858571429,297.9,296.137142857,294.1,43.12,96.2671428571,59.4,17.69,26.3,32.5,20.8,120.2,12
1019,iq,2002,6,2002-02-05,0.1844286,4.68,295.912857143,296.69285714299997,295.231428571,292.0,69.96,96.6414285714,4.68,16.7228571429,26.625,34.0,20.8,70.4,14
1020,iq,2002,7,2002-02-12,0.37327140000000003,104.37,297.847142857,299.292857143,296.544285714,294.5,33.3,93.4385714286,104.37,18.1471428571,27.85,33.6,20.8,62.8,18
1021,iq,2002,8,2002-02-19,0.1251714,37.46,297.695714286,299.021428571,296.122857143,293.9,49.43,92.05,37.46,17.6871428571,27.02,33.5,21.0,14.0,8
1022,iq,2002,9,2002-02-26,0.2104143,80.14,297.062857143,298.19285714299997,296.51428571400004,294.5,201.2,97.15714285709998,80.14,18.1257142857,26.7,32.2,20.5,47.6,7
1023,iq,2002,10,2002-03-05,0.2973833,92.84,298.54,299.957142857,296.698571429,294.5,160.1,91.2214285714,92.84,18.3614285714,27.85,35.7,21.0,48.3,10
1024,iq,2002,11,2002-03-12,0.29923330000000004,41.96,298.358571429,300.15,296.238571429,293.8,46.9,89.7785714286,41.96,17.7957142857,26.95,34.5,21.6,9.1,7
1025,iq,2002,12,2002-03-19,0.2435143,61.18,297.951428571,299.242857143,296.81,294.1,92.4,94.16571428569999,61.18,18.4428571429,26.95,33.3,20.6,76.8,10
1026,iq,2002,13,2002-03-26,0.2284571,110.42,296.407142857,297.214285714,296.108571429,293.9,127.9,98.4571428571,110.42,17.68,26.1,32.3,20.7,49.0,5
1027,iq,2002,14,2002-04-02,0.2763286,94.01,297.174285714,298.064285714,296.741428571,294.5,122.3,97.77571428569999,94.01,18.3957142857,27.3,32.5,20.2,20.1,11
1028,iq,2002,15,2002-04-09,0.2662857,75.98,296.862857143,297.7,296.351428571,294.1,187.8,97.2442857143,75.98,17.93,26.3,31.4,20.8,13.0,8
1029,iq,2002,16,2002-04-16,0.19494289999999997,109.49,297.76428571400004,298.921428571,296.31,294.4,49.8,92.6157142857,109.49,17.935714285699998,27.2,34.6,20.3,13.0,18
1030,iq,2002,17,2002-04-23,0.26692859999999996,45.59,297.58428571400003,298.814285714,296.63142857099996,293.9,96.1,95.2514285714,45.59,18.2228571429,27.2666666667,33.3,21.7,53.9,13
1031,iq,2002,18,2002-04-30,0.2570714,60.05,297.408571429,298.55,296.222857143,292.8,52.6,93.8457142857,60.05,17.8071428571,27.2666666667,33.5,21.2,1.0,9
1032,iq,2002,19,2002-05-07,0.2101143,101.3,297.35571428599997,298.435714286,296.444285714,293.0,66.85,95.22,101.3,18.0242857143,27.5,34.0,21.3,25.4,22
1033,iq,2002,20,2002-05-14,0.1417,46.79,296.784285714,297.585714286,296.221428571,293.9,93.4,97.24285714290001,46.79,17.744285714300002,26.866666666700002,32.3,20.8,543.3,10
1034,iq,2002,21,2002-05-21,0.2222,51.25,297.05,298.62142857099997,296.02428571400003,292.7,32.3,94.80428571430001,51.25,17.5842857143,27.7,33.8,20.8,9.1,5
1035,iq,2002,22,2002-05-28,0.2386286,41.54,297.55714285700003,298.714285714,296.271428571,292.4,58.02,93.78857142860001,41.54,17.8228571429,26.325,32.3,20.8,146.7,13
1036,iq,2002,23,2002-06-04,0.3431857,72.76,296.267142857,297.085714286,295.23571428599996,291.5,19.12,94.3457142857,72.76,16.7742857143,27.3,34.3,20.7,28.0,2
1037,iq,2002,24,2002-06-11,0.39162859999999994,69.62,297.257142857,298.971428571,296.107142857,293.4,39.48,94.1442857143,69.62,17.6385714286,27.8,34.0,20.7,1.0,11
1038,iq,2002,25,2002-06-18,0.2252143,39.16,296.80714285700003,297.51428571400004,293.87142857099997,288.4,22.95,85.7371428571,39.16,15.4142857143,26.2333333333,33.0,18.8,31.0,11
1039,iq,2002,26,2002-06-25,0.2132857,3.18,295.80857142900004,296.907142857,292.147142857,290.0,14.1,82.1671428571,3.18,13.87,26.15,32.6,18.6,7.1,3
1040,iq,2002,27,2002-07-02,0.07624286,3.27,294.635714286,294.892857143,291.794285714,287.4,6.2,85.5657142857,3.27,13.454285714300001,26.275,32.6,20.7,5.1,7
1041,iq,2002,28,2002-07-09,0.2129714,5.71,295.88285714299997,297.035714286,292.95,291.2,8.7,85.6728571429,5.71,14.4642857143,26.133333333299998,32.3,20.3,26.3,7
1042,iq,2002,29,2002-07-16,0.11797139999999999,63.0,296.44285714299997,297.742857143,293.327142857,290.6,8.3,84.6685714286,63.0,14.818571428599999,25.4,30.1,20.1,0.0,4
1043,iq,2002,30,2002-07-23,0.34647140000000004,65.55,296.875714286,298.3,293.422857143,288.3,12.41,83.4971428571,65.55,14.93,27.8,33.6,19.5,68.1,5
1044,iq,2002,31,2002-07-30,0.2830571,89.93,297.161428571,298.728571429,294.624285714,292.8,23.33,87.0342857143,89.93,16.0757142857,26.7,33.8,19.3,35.6,6
1045,iq,2002,32,2002-08-06,0.3378429,14.34,296.79571428599996,298.642857143,292.674285714,289.1,5.44,80.47,14.34,14.2457142857,27.25,34.0,20.2,0.0,7
1046,iq,2002,33,2002-08-13,0.3608429,9.81,298.304285714,299.335714286,291.678571429,290.8,1.7,69.06,9.81,13.441428571400001,27.8333333333,35.1,20.6,7.1,7
1047,iq,2002,34,2002-08-20,0.3092667,31.71,296.184285714,296.73571428599996,292.451428571,288.8,5.61,82.1414285714,31.71,14.045714285699999,27.8333333333,33.1,20.8,70.6,4
1048,iq,2002,35,2002-08-27,0.3224714,38.8,298.412857143,299.98571428599996,293.874285714,291.6,10.7,77.7657142857,38.8,15.4128571429,27.4,35.1,20.9,24.1,9
1049,iq,2002,36,2002-09-03,0.19088570000000002,81.85,299.395714286,300.678571429,294.531428571,293.9,13.1,77.0828571429,81.85,16.0342857143,27.4,33.3,21.7,17.0,17
1050,iq,2002,37,2002-09-10,0.1907714,25.36,299.015714286,300.207142857,293.211428571,290.0,3.2,73.1414285714,25.36,14.7457142857,28.2333333333,35.9,19.9,89.9,8
1051,iq,2002,38,2002-09-17,0.38387140000000003,11.49,300.32,301.042857143,292.271428571,291.8,0.8,64.6885714286,11.49,13.9742857143,28.9,36.6,21.5,0.8,22
1052,iq,2002,39,2002-09-24,0.3200429,38.56,299.238571429,301.114285714,294.414285714,291.5,41.1,79.5628571429,38.56,16.18,27.9,36.0,20.4,86.9,18
1053,iq,2002,40,2002-10-01,0.27417140000000007,70.98,299.654285714,301.23571428599996,293.814285714,291.8,24.1,74.25,70.98,15.6342857143,29.2,37.7,21.7,74.2,21
1054,iq,2002,41,2002-10-08,0.24593330000000002,70.22,298.717142857,300.55,295.661428571,293.4,34.4,85.1371428571,70.22,17.211428571400003,28.075,34.6,21.8,79.8,16
1055,iq,2002,42,2002-10-15,0.2277143,21.96,298.297142857,299.714285714,295.585714286,292.1,40.7,86.9985714286,21.96,17.185714285699998,28.0,34.2,22.0,4.5,31
1056,iq,2002,43,2002-10-22,0.2229429,48.94,297.331428571,298.15,294.961428571,292.5,35.4,87.71714285709999,48.94,16.49,27.95,36.0,21.8,167.8,25
1057,iq,2002,44,2002-10-29,0.31592859999999995,89.77,298.518571429,300.242857143,296.9,294.9,39.7,91.94428571430001,89.77,18.6028571429,27.95,34.1,22.5,34.1,28
1058,iq,2002,45,2002-11-05,0.3642857,95.47,297.537142857,298.657142857,296.637142857,293.9,124.2,95.2857142857,95.47,18.2671428571,28.3,33.8,22.6,63.9,26
1059,iq,2002,46,2002-11-12,0.1620286,91.36,297.16571428599997,298.021428571,296.32285714299996,293.9,91.33,96.04714285709998,91.36,17.907142857100002,27.6,33.6,21.4,212.6,18
1060,iq,2002,47,2002-11-19,0.2982667,61.69,297.375714286,298.828571429,296.781428571,294.4,85.8,96.84,61.69,18.4157142857,27.35,33.5,21.7,77.0,27
1061,iq,2002,48,2002-11-26,0.2563286,60.15,298.35,299.892857143,297.07285714299996,292.0,56.92,93.3957142857,60.15,18.7842857143,28.1,34.0,22.0,17.2,11
1062,iq,2002,49,2002-12-03,0.34832859999999993,49.69,298.32428571400004,299.657142857,296.48571428599996,294.3,49.2,90.66285714290001,49.69,18.1057142857,28.5,33.7,22.9,46.0,38
